"CLIENT_ID","NAME","EMAIL","AGE","TYPE","ACCOUNT_ID","STATE_NAME","REGION","DIVISION","CARD_TYPE","ACTIVE_YEARS","ACTIVE_MONTHS","LOAN_AMOUNT","LOAN_DURATION","LOAN_PAYEMENTS","LOAN_STATUS","CRMEVENT_COUNT","E_MAIL","FAX","PHONE","REFERRAL","WEB","POSTAL_MAIL","CLOSED","CLOSED_WITH_EXPLANATION","CLOSED_WITH_MONETARY_RELIEF","CLOSED_WITH_RELIEF","CLOSED_WITHOUT_RELIEF","IN_PROGRESS","UNTIMELY_RESPONSE","TRANS_COUNT","TOTAL_BALANCE","AVG_ANNUAL_INCOME","AVG_MONTHLY_INCOME","CLIENT_CATERGORY","TOTAL_PAYMENTS","HOUSEHOLD_PAYMENT","INSURANCE_PAYMENT","LEASING_PAYMENT","LOAN_PAYMENT","OTHER_PAYMENTS","SEX"
"C00001007","Arturo Ethan Wilkins","arturo.wilkins567@gmail.com",62,"User","A00000836","California","West","Pacific","No Card",3,39,0,0,0,"No Loan",2,0,0,1,0,1,0,0,2,0,0,0,0,0,164,1386447,462149,35549.92,"High Income",3059,125,0,0,0,2934,"Male"
"C00001008","Bowen James Nicholson","bowen.nicholson8@gmail.com",43,"Owner","A00000837","Washington","West","Pacific","No Card",6,73,0,0,0,"No Loan",1,0,0,0,0,1,0,0,0,0,0,1,0,0,366,2751884,458647.33,37697.04,"High Income",9250,9250,0,0,0,0,"Male"
"C00001011","Callen Michael Short","callen.short@outlook.com",60,"Owner","A00000839","Maryland","South","South Atlantic","VISA Signature",4,57,0,0,0,"No Loan",4,0,0,0,1,2,1,0,3,0,0,0,0,0,254,3805689,951422.25,66766.47,"High Income",4254,4254,0,0,0,0,"Male"
"C00001012","Evelynn Helen Mack","evelynn.mack@gmail.com",33,"Owner","A00000840","California","West","Pacific","No Card",3,43,0,0,0,"No Loan",1,0,0,0,0,1,0,0,0,0,1,0,0,0,186,868087,289362.33,20188.07,"Upper-Middle Income",4606,4606,0,0,0,0,"Female"
"C00001013","Leonidas Benjamin Carson","leonidas.carson@outlook.com",26,"User","A00000840","California","West","Pacific","No Card",3,43,0,0,0,"No Loan",4,0,0,2,1,1,0,0,2,2,0,0,0,0,186,868087,289362.33,20188.07,"Upper-Middle Income",4606,4606,0,0,0,0,"Male"
"C00001014","Remy Elijah Morrow","remy.morrow@gmail.com",68,"Owner","A00000841","New York","Northeast","Middle Atlantic","No Card",6,72,0,0,0,"No Loan",4,0,0,1,2,1,0,0,1,2,1,0,0,0,331,4063626,677271,56439.25,"High Income",2109,2109,0,0,0,0,"Male"
"C00001015","Wade Daniel Colon","wade.colon2@hotmail.com",65,"Owner","A00000842","New Hampshire","Northeast","New England","No Card",4,54,0,0,0,"No Loan",4,0,0,0,0,4,0,0,2,1,0,0,0,0,205,1573839,393459.75,29145.17,"High Income",3278,3278,0,0,0,0,"Male"
"C00001016","Nia Bethany Hammond","nia.hammond@gmail.com",59,"User","A00000842","New Hampshire","Northeast","New England","No Card",4,54,0,0,0,"No Loan",8,0,0,5,2,1,0,0,3,4,0,0,0,0,205,1573839,393459.75,29145.17,"High Income",3278,3278,0,0,0,0,"Female"
"C00001017","Zuri Leia Carrillo","zuri.carrillo3245@gmail.com",56,"Owner","A00000843","Washington","West","Pacific","No Card",2,30,0,0,0,"No Loan",1,0,0,0,0,0,1,0,0,1,0,0,0,0,137,1288811,644405.5,42960.37,"High Networth",1980,955,897,0,0,128,"Female"
"C00001018","Luka Aiden Holloway","luka.holloway45@outlook.com",54,"Owner","A00000844","Connecticut","Northeast","New England","VISA Signature",5,66,0,0,0,"No Loan",1,0,0,0,0,1,0,0,0,0,0,0,0,0,375,11309803,2261960.6,171360.65,"High Networth",14171,1640,0,0,0,12531,"Male"
"C00001019","Addyson Harlow Townsend","addyson.harlow.townsend4@gmail.com",53,"Owner","A00000845","Nevada","West","Mountain","VISA Signature",1,22,0,0,0,"No Loan",3,0,0,0,0,2,1,0,2,1,0,0,0,0,56,671553,671553,30525.14,"High Income",9651,9651,0,0,0,0,"Female"
"C00001020","Aleah Blake Wise","aleah.wise6@gmail.com",22,"Owner","A00000846","Pennsylvania","Northeast","Middle Atlantic","VISA Signature",3,43,187104,24,7796,"A",4,0,0,1,2,1,0,0,4,0,0,0,0,0,229,1169770,389923.33,27203.95,"High Income",7795.5,0,0,0,7795.5,0,"Female"
"C00001022","Winston Matthew Bryan","winston.bryan88@hotmail.com",59,"Owner","A00000848","Iowa","Midwest","West North Central","No Card",3,40,0,0,0,"No Loan",5,0,0,0,1,4,0,0,4,0,0,0,0,0,212,2633213,877737.67,65830.33,"High Networth",6015,3400,1025,0,0,1590,"Male"
"C00001024","Alonzo Jackson Mckenzie","alonzo.mckenzie@yahoo.com",43,"Owner","A00000850","Kansas","Midwest","West North Central","No Card",2,31,0,0,0,"No Loan",2,0,0,0,1,1,0,0,2,0,0,0,0,0,115,1214102,607051,39164.58,"High Income",14811,14811,0,0,0,0,"Male"
"C00001025","Curtis David Serrano","curtis.serrano@gmail.com",35,"Owner","A00000851","Kentucky","South","East South Central","No Card",5,61,0,0,0,"No Loan",3,0,0,0,2,1,0,0,1,1,0,0,0,0,358,4130463,826092.6,67712.51,"High Networth",6225,3254,0,2090,0,881,"Male"
"C00001026","Aarav Oliver Wilcox","aarav.wilcox@gmail.com",20,"Owner","A00000852","Massachusetts","Northeast","New England","No Card",2,24,0,0,0,"No Loan",3,0,0,0,1,2,0,0,3,0,0,0,0,0,58,515872,257936,21494.67,"High Income",2082,69,0,0,0,2013,"Male"
"C00001027","Kaia Jayleen Ingram","kaia.ingram@outlook.com",59,"Owner","A00000853","New York","Northeast","Middle Atlantic","VISA Signature",3,43,0,0,0,"No Loan",2,0,0,0,1,1,0,0,0,0,0,0,0,0,215,3471965,1157321.67,80743.37,"High Networth",6051,4673,0,0,0,1378,"Female"
"C00001028","Gustavo Jayden Carey","gustavo.carey@gmail.com",65,"User","A00000853","New York","Northeast","Middle Atlantic","No Card",3,43,0,0,0,"No Loan",3,0,0,0,2,1,0,0,1,1,0,0,0,0,215,3471965,1157321.67,80743.37,"High Networth",6051,4673,0,0,0,1378,"Male"
"C00001029","Bristol Angelica Barton","bristol.barton@outlook.com",45,"Owner","A00000854","New York","Northeast","Middle Atlantic","No Card",6,73,87216,48,1817,"C",4,0,0,2,1,1,0,0,4,0,0,0,0,0,511,5861672,976945.33,80296.88,"High Networth",6147,382,2843,0,1817,1105,"Female"
"C00001030","Royce Joseph Clayton","royce.clayton@gmail.com",52,"Owner","A00000855","New York","Northeast","Middle Atlantic","VISA Signature",5,67,0,0,0,"No Loan",2,0,0,0,1,1,0,0,2,0,0,0,0,0,332,1724580,344916,25740,"High Income",6608,6608,0,0,0,0,"Male"
"C00001031","Lorelei Marilyn Mejia","lorelei.mejia@hotmail.com",31,"Owner","A00000856","Florida","South","South Atlantic","VISA Signature",3,44,0,0,0,"No Loan",5,0,0,0,1,3,1,0,3,1,0,0,0,0,261,5184192,1728064,117822.55,"High Networth",5737,3625,137,0,0,1975,"Female"
"C00001032","Jazmine Viviana Ayala","jazmine.ayala@gmail.com",61,"Owner","A00000857","New York","Northeast","Middle Atlantic","No Card",6,73,0,0,0,"No Loan",6,0,0,0,3,3,0,0,4,2,0,0,0,0,283,2504839,417473.17,34312.86,"High Income",3019,3019,0,0,0,0,"Female"
"C00001033","Asa Gabriel Poole","asa.poole@gmail.com",62,"User","A00000857","New York","Northeast","Middle Atlantic","No Card",6,73,0,0,0,"No Loan",5,0,0,1,1,2,1,0,3,1,0,0,0,0,283,2504839,417473.17,34312.86,"High Income",3019,3019,0,0,0,0,"Male"
"C00001034","Maeve Francesca Schroeder","maeve.schroeder@gmail.com",25,"Owner","A00000858","Connecticut","Northeast","New England","No Card",3,39,0,0,0,"No Loan",2,0,0,0,1,1,0,0,1,1,0,0,0,0,162,1164384,388128,29856,"High Income",5456,5456,0,0,0,0,"Female"
"C00001035","Alejandra Juniper Hampton","alejandra.hampton@gmail.com",28,"Owner","A00000859","Oklahoma","South","West South Central","No Card",2,26,0,0,0,"No Loan",4,0,0,1,1,2,0,0,3,1,0,0,0,0,117,1305178,652589,50199.15,"High Networth",3930,463,1657,0,0,1810,"Female"
"C00001036","Gannon Samuel Calderon","gannon.calderon@outlook.com",23,"User","A00000859","Oklahoma","South","West South Central","No Card",2,26,0,0,0,"No Loan",6,0,0,0,4,2,0,0,4,0,0,0,0,0,117,1305178,652589,50199.15,"High Networth",3930,463,1657,0,0,1810,"Male"
"C00001037","Justice Carolina Rowe","justice.rowe@gmail.com",34,"Owner","A00000860","New York","Northeast","Middle Atlantic","No Card",6,79,0,0,0,"No Loan",3,0,0,0,1,2,0,0,2,1,0,0,0,0,397,1290069,215011.5,16329.99,"Upper-Middle Income",8071,8071,0,0,0,0,"Female"
"C00001038","Julie Jazmin Parsons","julie.parsons@outlook.com",38,"Owner","A00000861","Massachusetts","Northeast","New England","No Card",6,73,0,0,0,"No Loan",2,0,0,1,1,0,0,0,1,1,0,0,0,0,413,3392158,565359.67,46467.92,"High Networth",9583,9105,0,0,0,478,"Female"
"C00001039","Marlee Emely Frank","marlee.frank@gmail.com",19,"Owner","A00000862","California","West","Pacific","VISA Standard",6,81,0,0,0,"No Loan",5,0,0,2,2,1,0,0,4,0,0,1,0,0,446,14279033,2379838.83,176284.36,"High Networth",3122,3122,0,0,0,0,"Female"
"C00001040","Kyson Carter Gallegos","kyson.gallegos2@hotmail.com",39,"Owner","A00000863","New York","Northeast","Middle Atlantic","VISA Signature",6,77,0,0,0,"No Loan",5,0,0,0,2,2,1,0,2,3,0,0,0,0,491,4728237,788039.5,61405.68,"High Networth",10520.3,6087,0,4433.3,0,0,"Male"
"C00001041","Hank Anthony Greer","hank.greer@gmail.com",38,"Owner","A00000864","Pennsylvania","Northeast","Middle Atlantic","No Card",2,27,0,0,0,"No Loan",5,0,0,0,1,4,0,0,3,0,1,1,0,0,86,299501,149750.5,11092.63,"Middle Income",3699,3699,0,0,0,0,"Male"
"C00001042","Phoenix Maliyah Waters","phoenix.waters@gmail.com",33,"Owner","A00000865","Wisconsin","Midwest","East North Central","No Card",3,43,0,0,0,"No Loan",5,0,1,1,2,1,0,0,2,1,0,0,0,0,166,1957054,652351.33,45512.88,"High Networth",2294,409,0,0,0,1885,"Female"
"C00001043","Izaiah John Rivas","izaiah.rivas@outlook.com",36,"User","A00000865","Wisconsin","Midwest","East North Central","No Card",3,43,0,0,0,"No Loan",4,0,0,0,3,1,0,0,3,1,0,0,0,0,166,1957054,652351.33,45512.88,"High Networth",2294,409,0,0,0,1885,"Male"
"C00001044","Jimena Cataleya Strickland","jimena.cataleya.strickland@gmail.com",28,"Owner","A00000866","Massachusetts","Northeast","New England","No Card",6,81,0,0,0,"No Loan",4,0,0,1,0,3,0,0,4,0,0,0,0,0,628,8421461,1403576.83,103968.65,"High Networth",4851,465,504,0,0,3882,"Female"
"C00001045","Emmalyn Jillian Osborne","emmalyn.osborne@gmail.com",52,"Owner","A00000867","Massachusetts","Northeast","New England","No Card",1,23,0,0,0,"No Loan",4,0,1,0,0,3,0,0,3,0,0,0,0,0,83,549609,549609,23896.04,"High Networth",12943,9718,405,0,0,2820,"Female"
"C00001046","Roy Dylan Guerra","roy.guerra@outlook.com",24,"Owner","A00000868","New York","Northeast","Middle Atlantic","No Card",2,29,0,0,0,"No Loan",3,0,0,0,1,1,1,0,1,1,0,0,0,0,99,687079,343539.5,23692.38,"High Income",6358,3239,0,0,0,3119,"Male"
"C00001048","Aleena Abby Chan","aleena.chan@outlook.com",25,"Owner","A00000870","California","West","Pacific","No Card",4,55,0,0,0,"No Loan",5,0,0,1,0,4,0,0,5,0,0,0,0,0,240,965040,241260,17546.18,"Upper-Middle Income",4562,4562,0,0,0,0,"Female"
"C00001049","Raphael Luke Decker","raphael.decker@yahoo.com",57,"Owner","A00000871","New York","Northeast","Middle Atlantic","VISA Signature",3,38,0,0,0,"No Loan",2,0,0,0,0,1,1,0,1,0,1,0,0,0,145,1430396,476798.67,37642,"High Income",5168,5168,0,0,0,0,"Male"
"C00001050","Brittany Malaysia Deleon","brittany.deleon@gmail.com",28,"Owner","A00000872","Texas","South","West South Central","No Card",2,33,0,0,0,"No Loan",4,0,0,0,1,3,0,0,2,1,0,0,0,0,123,660091,330045.5,20002.76,"High Income",2762,2762,0,0,0,0,"Female"
"C00001051","Amara Nylah Norman","amara.norman@gmail.com",28,"Owner","A00000873","Connecticut","Northeast","New England","No Card",2,30,178500,60,2975,"C",1,0,0,0,0,1,0,0,1,0,0,0,0,0,150,777811,388905.5,25927.03,"High Networth",7604,878,2211,0,2975,1540,"Female"
"C00001052","Luciano Henry Collier","luciano.collier@outlook.com",35,"Owner","A00000874","Massachusetts","Northeast","New England","No Card",3,43,0,0,0,"No Loan",3,0,0,0,1,2,0,0,2,1,0,0,0,0,205,2427356,809118.67,56450.14,"High Networth",9720.3,1053,0,1642.3,0,7025,"Male"
"C00001053","Karina Sarai Harrington","karina.harrington@gmail.com",41,"User","A00000874","Massachusetts","Northeast","New England","No Card",3,43,0,0,0,"No Loan",3,0,0,1,0,1,1,0,2,0,0,0,0,0,205,2427356,809118.67,56450.14,"High Networth",9720.3,1053,0,1642.3,0,7025,"Female"
"C00001054","Hayes Andrew Wall","hayes.wall@outlook.com",75,"Owner","A00000875","Connecticut","Northeast","New England","No Card",4,53,0,0,0,"No Loan",2,0,0,0,1,1,0,0,2,0,0,0,0,0,205,2854299,713574.75,53854.7,"High Income",3837,3837,0,0,0,0,"Male"
"C00001055","Case Isaac Whitaker","case.whitaker@gmail.com",80,"Owner","A00000876","North Carolina","South","South Atlantic","No Card",2,24,0,0,0,"No Loan",5,0,0,0,0,4,1,0,2,2,1,0,0,0,56,320925,160462.5,13371.88,"Upper-Middle Income",3796,3796,0,0,0,0,"Male"
"C00001056","Darren Christopher Bass","darren.bass@hotmail.com",36,"Owner","A00000877","New York","Northeast","Middle Atlantic","VISA Signature",3,41,0,0,0,"No Loan",2,0,0,0,0,1,1,0,1,1,0,0,0,0,192,2147683,715894.33,52382.51,"High Networth",3628,2115,0,0,0,1513,"Male"
"C00001057","Mohammad Joshua Flowers","mohammad.flowers@gmail.com",60,"Owner","A00000878","Connecticut","Northeast","New England","VISA Signature",3,40,0,0,0,"No Loan",2,0,0,0,1,0,1,0,2,0,0,0,0,0,174,2592453,864151,64811.33,"High Income",3943,3943,0,0,0,0,"Male"
"C00001058","Giuliana Evelynn Casey","giuliana.casey@gmail.com",24,"Owner","A00000879","Massachusetts","Northeast","New England","No Card",2,29,0,0,0,"No Loan",6,0,0,0,2,3,1,0,5,0,0,0,0,0,79,430177,215088.5,14833.69,"Upper-Middle Income",2094,2094,0,0,0,0,"Female"
"C00001059","Otto Wyatt Davenport","otto.davenport@gmail.com",39,"Owner","A00000880","Hawaii","West","Pacific","VISA Signature",2,34,0,0,0,"No Loan",1,0,0,0,1,0,0,0,0,0,0,0,0,0,129,2234972,1117486,65734.47,"High Networth",6530.1,4840,0,1690.1,0,0,"Male"
"C00001060","Thea Nia Patton","thea.patton@gmail.com",42,"User","A00000880","Hawaii","West","Pacific","No Card",2,34,0,0,0,"No Loan",3,0,0,1,0,2,0,0,2,0,0,0,0,0,129,2234972,1117486,65734.47,"High Networth",6530.1,4840,0,1690.1,0,0,"Female"
"C00001062","Layton Sebastian Conley","layton.conley@outlook.com",25,"Owner","A00000882","Maryland","South","South Atlantic","VISA Signature",6,80,0,0,0,"No Loan",4,0,0,0,2,2,0,0,3,1,0,0,0,0,386,2027863,337977.17,25348.29,"High Income",3306,3306,0,0,0,0,"Male"
"C00001063","Braelynn Zuri Logan","braelynn.logan@gmail.com",23,"User","A00000882","Maryland","South","South Atlantic","No Card",6,80,0,0,0,"No Loan",3,0,0,0,1,2,0,0,3,0,0,0,0,0,386,2027863,337977.17,25348.29,"High Income",3306,3306,0,0,0,0,"Female"
"C00001064","Kassidy Addyson Bowers","kassidy.bowers@outlook.com",49,"Owner","A00000883","New York","Northeast","Middle Atlantic","No Card",5,70,0,0,0,"No Loan",2,0,0,0,0,2,0,0,1,1,0,0,0,0,436,5094816,1018963.2,72783.09,"High Networth",8406,6195,455,0,0,1756,"Female"
"C00001065","Isaias Owen Houston","isaias.houston@gmail.com",42,"Owner","A00000884","Florida","South","South Atlantic","No Card",5,70,0,0,0,"No Loan",1,0,0,0,0,1,0,0,1,0,0,0,0,0,299,2394776,478955.2,34211.09,"High Income",2259,2259,0,0,0,0,"Male"
"C00001066","Alberto Caleb Huff","alberto.huff@hotmail.com",59,"Owner","A00000885","New York","Northeast","Middle Atlantic","VISA Signature",6,76,0,0,0,"No Loan",3,0,0,1,1,1,0,0,2,0,0,1,0,0,444,11812957,1968826.17,155433.64,"High Networth",3292,872,0,0,0,2420,"Male"
"C00001067","Jamari Nathan Copeland","jamari.copeland@gmail.com",47,"Owner","A00000886","New York","Northeast","Middle Atlantic","VISA Infinite",6,76,0,0,0,"No Loan",4,0,0,0,2,2,0,0,3,0,0,0,0,0,385,5723055,953842.5,75303.36,"High Income",9034,9034,0,0,0,0,"Male"
"C00001068","Braelyn Aleah Mueller","braelyn.mueller@gmail.com",73,"Owner","A00000887","Oklahoma","South","West South Central","No Card",6,78,0,0,0,"No Loan",2,0,0,0,0,2,0,0,2,0,0,0,0,0,304,2537432,422905.33,32531.18,"High Income",3009,3009,0,0,0,0,"Female"
"C00001069","Luciana Kaia Glover","luciana.glover@outlook.com",61,"Owner","A00000888","Texas","South","West South Central","No Card",3,36,0,0,0,"No Loan",1,0,0,0,1,0,0,0,1,0,0,0,0,0,128,1266358,422119.33,35176.61,"High Income",1592,1592,0,0,0,0,"Female"
"C00001070","Colten Ryan Hood","colten.ryan.hood4@gmail.com",61,"User","A00000888","Texas","South","West South Central","No Card",3,36,0,0,0,"No Loan",2,0,0,0,0,2,0,0,1,0,0,0,0,0,128,1266358,422119.33,35176.61,"High Income",1592,1592,0,0,0,0,"Male"
"C00001071","Dax Jack Monroe","dax.monroe5@gmail.com",75,"Owner","A00000889","Delaware","South","South Atlantic","No Card",1,22,0,0,0,"No Loan",3,0,0,1,1,1,0,0,2,0,1,0,0,0,49,679979,679979,30908.14,"High Networth",3257,3257,0,0,0,0,"Male"
"C00001072","Aubrie Bristol Floyd","aubrie.floyd@outlook.com",33,"Owner","A00000890","Massachusetts","Northeast","New England","No Card",6,81,0,0,0,"No Loan",5,0,0,0,1,4,0,0,3,2,0,0,0,0,380,1793373,298895.5,22140.41,"Upper-Middle Income",3136,3136,0,0,0,0,"Female"
"C00001073","Marvin Josiah Massey","marvin.massey@hotmail.com",75,"Owner","A00000891","Arkansas","South","West South Central","No Card",3,41,0,0,0,"No Loan",8,0,0,0,5,3,0,0,7,1,0,0,0,0,148,1601615,533871.67,39063.78,"High Income",1784,1784,0,0,0,0,"Male"
"C00001074","Janelle Lorelei Hartman","janelle.hartman@outlook.com",71,"User","A00000891","Arkansas","South","West South Central","No Card",3,41,0,0,0,"No Loan",3,0,0,0,2,1,0,0,3,0,0,0,0,0,148,1601615,533871.67,39063.78,"High Income",1784,1784,0,0,0,0,"Female"
"C00001075","Madisyn Jazmine Buchanan","madisyn.buchanan@yahoo.com",65,"Owner","A00000892","Massachusetts","Northeast","New England","No Card",6,79,0,0,0,"No Loan",5,0,1,1,1,1,1,0,5,0,0,0,0,0,416,5164206,860701,65369.7,"High Networth",2915,2915,0,0,0,0,"Female"
"C00001077","Casey Adrian Roberson","casey.roberson@gmail.com",79,"Owner","A00000894","California","West","Pacific","No Card",4,50,0,0,0,"No Loan",6,0,0,1,1,3,1,0,3,3,0,0,0,0,191,1311192,327798,26223.84,"High Income",2914,2914,0,0,0,0,"Male"
"C00001078","Leighton Alejandra French","leighton.french@outlook.com",21,"Owner","A00000895","Louisiana","South","West South Central","No Card",3,43,0,0,0,"No Loan",3,0,0,1,1,1,0,0,2,1,0,0,0,0,181,1528164,509388,35538.7,"High Networth",1977,523,0,0,0,1454,"Female"
"C00001079","Moshe Colton Combs","moshe.combs@gmail.com",38,"Owner","A00000896","Ohio","Midwest","East North Central","No Card",4,52,0,0,0,"No Loan",1,0,0,0,1,0,0,0,0,1,0,0,0,0,225,1041154,260288.5,20022.19,"Upper-Middle Income",3220,3220,0,0,0,0,"Male"
"C00001080","Ryan Justice Kramer","ryan.kramer@outlook.com",49,"Owner","A00000897","Texas","South","West South Central","VISA Signature",6,78,0,0,0,"No Loan",3,0,0,0,1,2,0,0,3,0,0,0,0,0,491,6085805,1014300.83,78023.14,"High Networth",9586,2910,0,0,0,6676,"Female"
"C00001081","Johan Jordan Franco","johan.franco@gmail.com",29,"Owner","A00000898","Massachusetts","Northeast","New England","No Card",3,43,0,0,0,"No Loan",2,0,0,0,1,1,0,0,1,1,0,0,0,0,217,2301893,767297.67,53532.4,"High Networth",4464,2882,0,0,0,1582,"Male"
"C00001082","Sam Brayden Larsen","sam.larsen@hotmail.com",32,"Owner","A00000899","Massachusetts","Northeast","New England","No Card",6,76,0,0,0,"No Loan",6,0,0,1,3,2,0,0,3,2,1,0,0,0,306,2881139,480189.83,37909.72,"High Income",1626.6,0,0,1626.6,0,0,"Male"
"C00001083","Matthias Nicholas Pittman","matthias.pittman@gmail.com",62,"Owner","A00000900","Massachusetts","Northeast","New England","No Card",5,66,0,0,0,"No Loan",4,0,0,1,1,2,0,0,2,0,1,1,0,0,296,1027459,205491.8,15567.56,"Upper-Middle Income",5950,5950,0,0,0,0,"Male"
"C00001084","Amari Julie Mccormick","amari.mccormick@gmail.com",55,"User","A00000900","Massachusetts","Northeast","New England","No Card",5,66,0,0,0,"No Loan",2,0,0,0,1,1,0,0,2,0,0,0,0,0,296,1027459,205491.8,15567.56,"Upper-Middle Income",5950,5950,0,0,0,0,"Female"
"C00001085","Eve Marlee Clarke","eve.clarke@gmail.com",67,"Owner","A00000901","Massachusetts","Northeast","New England","No Card",5,63,0,0,0,"No Loan",3,0,0,1,1,1,0,0,2,1,0,0,0,0,271,3100639,620127.8,49216.49,"High Income",1910,1910,0,0,0,0,"Female"
"C00001086","Larry Robert Randall","larry.randall@gmail.com",26,"Owner","A00000902","Illinois","Northeast","East North Central","No Card",6,76,0,0,0,"No Loan",2,0,0,0,1,1,0,0,1,0,0,0,0,0,488,5125227,854204.5,67437.2,"High Networth",3855,260,1726,0,0,1869,"Male"
"C00001087","Millie Phoenix Tyler","millie.tyler@outlook.com",21,"User","A00000902","Illinois","Northeast","East North Central","No Card",6,76,0,0,0,"No Loan",6,0,0,0,3,3,0,0,4,2,0,0,0,0,488,5125227,854204.5,67437.2,"High Networth",3855,260,1726,0,0,1869,"Female"
"C00001088","Kelly Jimena Gibbs","kelly.gibbs@gmail.com",30,"Owner","A00000903","West Virginia","South","South Atlantic","No Card",5,70,0,0,0,"No Loan",3,0,0,1,1,1,0,1,1,0,1,0,0,0,325,2418688,483737.6,34552.69,"High Income",2580,2580,0,0,0,0,"Female"
"C00001089","Trey Angel Skinner","trey.skinner@outlook.com",60,"Owner","A00000904","New York","Northeast","Middle Atlantic","VISA Infinite",5,67,0,0,0,"No Loan",4,0,0,0,3,1,0,0,2,1,0,1,0,0,270,937014,187402.8,13985.28,"Upper-Middle Income",0,0,0,0,0,0,"Male"
"C00001090","Selah Emmalyn Moody","selah.moody@gmail.com",60,"Owner","A00000905","South Dakota","Midwest","West North Central","No Card",2,34,0,0,0,"No Loan",4,0,0,1,3,0,0,0,2,1,0,1,0,0,150,1099610,549805,32341.47,"High Networth",6176,6086,53,0,0,37,"Female"
"C00001091","Lacey Nayeli Conner","lacey.conner@hotmail.com",59,"Owner","A00000906","Massachusetts","Northeast","New England","No Card",1,22,0,0,0,"No Loan",6,0,0,2,1,3,0,0,1,1,1,1,1,0,43,298924,298924,13587.45,"Upper-Middle Income",2240,2240,0,0,0,0,"Female"
"C00001092","Willa Aleena Sparks","willa.sparks@gmail.com",37,"Owner","A00000907","New Hampshire","Northeast","New England","No Card",6,75,0,0,0,"No Loan",6,0,0,0,3,3,0,0,5,1,0,0,0,0,353,2948444,491407.33,39312.59,"High Income",2118,2118,0,0,0,0,"Female"
"C00001094","Jaylah Amara Leon","jaylah.leon@outlook.com",39,"Owner","A00000909","Idaho","West","Mountain","No Card",2,26,0,0,0,"No Loan",1,0,0,0,0,1,0,0,0,0,0,0,0,0,64,407384,203692,15668.62,"Upper-Middle Income",1950,1950,0,0,0,0,"Female"
"C00001095","Devon Hudson Wilkinson","devon.hudson.wilkinson@gmail.com",45,"User","A00000909","Idaho","West","Mountain","No Card",2,26,0,0,0,"No Loan",5,0,0,0,1,4,0,0,3,1,0,0,0,0,64,407384,203692,15668.62,"Upper-Middle Income",1950,1950,0,0,0,0,"Male"
"C00001096","Sylvia Karina Bauer","sylvia.bauer@gmail.com",73,"Owner","A00000910","New York","Northeast","Middle Atlantic","No Card",2,33,0,0,0,"No Loan",4,0,0,2,1,1,0,0,3,1,0,0,0,0,104,1225285,612642.5,37129.85,"High Income",1937,1937,0,0,0,0,"Female"
"C00001097","Trent Lincoln Kirby","trent.kirby@outlook.com",69,"User","A00000910","New York","Northeast","Middle Atlantic","No Card",2,33,0,0,0,"No Loan",3,0,0,0,3,0,0,0,1,1,0,0,0,0,104,1225285,612642.5,37129.85,"High Income",1937,1937,0,0,0,0,"Male"
"C00001098","Melany Giuliana Norton","melany.norton@hotmail.com",51,"Owner","A00000911","Massachusetts","Northeast","New England","VISA Signature",3,38,0,0,0,"No Loan",6,0,0,1,2,3,0,0,4,2,0,0,0,0,162,2025061,675020.33,53291.08,"High Networth",10568,9600,0,0,0,968,"Female"
"C00001099","Elisa Thea Pope","elisa.pope@outlook.com",20,"Owner","A00000912","Massachusetts","Northeast","New England","No Card",2,30,0,0,0,"No Loan",4,0,0,1,1,2,0,0,2,1,1,0,0,0,87,627638,313819,20921.27,"High Income",2332,2332,0,0,0,0,"Female"
"C00001100","Mauricio Evan Cameron","mauricio.cameron@yahoo.com",48,"Owner","A00000913","Massachusetts","Northeast","New England","No Card",3,41,0,0,0,"No Loan",4,0,0,1,2,1,0,0,2,2,0,0,0,0,230,3102375,1034125,75667.68,"High Networth",8984,2128,4499,0,0,2357,"Male"
"C00001101","Mathias Dominic Bridges","mathias.bridges@gmail.com",53,"Owner","A00000914","Illinois","Northeast","East North Central","No Card",5,71,0,0,0,"No Loan",6,0,0,2,1,3,0,0,5,1,0,0,0,0,290,2023872,404774.4,28505.24,"High Income",2298,2298,0,0,0,0,"Male"
"C00001102","Issac Austin Anthony","issac.anthony@gmail.com",65,"Owner","A00000915","Pennsylvania","Northeast","Middle Atlantic","No Card",4,57,309552,48,6449,"C",5,0,0,1,2,2,0,0,3,2,0,0,0,0,330,8323846,2080961.5,146032.39,"High Networth",20740,14291,0,0,6449,0,"Male"
"C00001103","Dorian Gavin Richard","dorian.richard@outlook.com",48,"Owner","A00000916","New York","Northeast","Middle Atlantic","No Card",3,38,0,0,0,"No Loan",8,0,0,0,2,5,1,0,5,1,1,0,1,0,155,715709,238569.67,18834.45,"Upper-Middle Income",5299,5299,0,0,0,0,"Male"
"C00001104","Elsa Braelynn Flynn","elsa.flynn@gmail.com",44,"User","A00000916","New York","Northeast","Middle Atlantic","No Card",3,38,0,0,0,"No Loan",1,0,1,0,0,0,0,0,1,0,0,0,0,0,155,715709,238569.67,18834.45,"Upper-Middle Income",5299,5299,0,0,0,0,"Female"
"C00001105","Gianni Nolan Kirk","gianni.kirk@outlook.com",58,"Owner","A00000917","Massachusetts","Northeast","New England","No Card",4,48,0,0,0,"No Loan",2,0,0,0,1,1,0,0,1,0,0,0,0,0,207,1136715,284178.75,23681.56,"Upper-Middle Income",4669,4669,0,0,0,0,"Male"
